sentence_id,words,labels
184,equipment,O
184,inside,O
184,it,O
184,is,O
184,expected,O
184,to,O
184,operate.,O
185,All,O
185,equipment,ENT
185,located,O
185,in,O
185,the,O
185,Summit,O
185,Facilities,O
185,Utility,O
185,Room,O
185,shall,O
185,survive,ACT
185,exposure,O
185,to,O
185,temperatures,ATTR
185,in,O
185,the,O
185,range,RELOP
185,0-35°C.,O
185,In,O
185,the,O
185,range,O
185,0,O
185,to,O
185,"-16°C,",O
185,equipment,O
185,can,O
185,be,O
185,assumed,O
185,to,O
185,be,O
185,"non-operational,",O
185,in,O
185,the,O
185,range,O
185,0-35°C,O
185,the,O
185,equipment,O
185,may,O
185,be,O
185,operational.,O
186,The,O
186,Summit,ENT
186,Facilities,ENT
186,Computer,ENT
186,Room,ENT
186,temperature,ATTR
186,shall,O
186,be,O
186,maintained,ACT
186,between,RELOP
186,15-22°C,O
186,at,O
186,all,O
186,times,O
186,that,O
186,equipment,O
186,inside,O
186,it,O
186,is,O
186,expected,O
186,to,O
186,operate.,O
187,The,O
187,Summit,ENT
187,Facilities,ENT
187,Computer,ENT
187,Room,ENT
187,temperature,ATTR
187,rate,ATTR
187,of,ATTR
187,change,ATTR
187,shall,O
187,not,RELOP
187,exceed,RELOP
187,20°C/hour,QUANT
187,at,O
187,any,O
187,time,O
187,that,O
187,equipment,O
187,within,O
187,it,O
187,is,O
187,expected,O
187,to,O
187,operate.,O
188,Computer,ENT
188,Room,ENT
188,"equipment,",O
188,in,O
188,its,O
188,power,O
188,off,O
188,"state,",O
188,shall,O
188,survive,O
188,exposure,O
188,to,O
188,temperatures,O
188,in,O
188,the,O
188,range,O
188,-16,O
188,to,O
188,45°C.,O
189,Computer,ENT
189,Room,ENT
189,"equipment,",O
189,in,O
189,its,O
189,power,O
189,off,O
189,"state,",O
189,shall,O
189,survive,O
189,exposure,O
189,to,O
189,humidity,O
189,in,O
189,the,O
189,range,O
189,8-80%,O
189,RH,O
189,with,O
189,a,O
189,maximum,O
189,dew,O
189,point,O
189,of,O
189,27°C.,O
190,The,O
190,observatory,ENT
190,shall,O
190,be,O
190,designed,O
190,to,O
190,support,ACT
190,average,RELOP
190,azimuth,ATTR
190,slewing,ATTR
190,distance,ATTR
190,of,O
190,60°,QUANT
190,over,O
190,its,O
190,50-year,O
190,lifespan.,O
191,The,O
191,observatory,ENT
191,shall,O
191,be,O
191,designed,O
191,to,O
191,support,ACT
191,average,RELOP
191,elevation,ATTR
191,slewing,ATTR
191,distance,ATTR
191,of,O
191,15°,QUANT
191,over,O
191,its,O
191,50-year,O
191,lifespan.,O
192,The,O
192,observatory,ENT
192,shall,O
192,be,O
192,designed,O
192,to,O
192,support,ACT
192,an,O
192,average,RELOP
192,nighttime,ATTR
192,zenith,ATTR
192,angle,ATTR
192,of,O
192,32.5°,QUANT
192,over,O
192,its,O
192,50-year,O
192,lifespan.,O
193,The,O
193,nominal,ATTR
193,back,ATTR
193,focal,ATTR
193,distance,ATTR
193,of,O
193,the,O
193,system,ENT
193,shall,O
193,be,O
193,16.5,QUANT
193,m,QUANT
193,with,O
193,a,O
193,tolerance,O
193,of,O
193,+/-0.02m.,RELOP
194,Stray,O
194,light,O
194,control,O
194,shall,O
194,be,O
194,provided,ACT
194,by,O
194,a,O
194,baffle,O
194,around,O
194,M2,ENT
194,and,O
194,M3,ENT
194,and,O
194,in,O
194,the,O
194,instrument,O
194,designs.,O
194,The,O
194,size,ATTR
194,of,O
194,the,O
194,M2,ENT
194,and,O
194,M3,ENT
194,baffles,ENT
194,"shall,",O
194,at,O
194,"minimum,",O
194,equal,O
194,the,O
194,size,O
194,of,O
194,a,O
194,beam,O
194,from,O
194,the,O
194,telescope,O
194,exit,O
194,pupil,O
194,to,O
194,a,O
194,20,O
194,arcmin,O
194,diameter,O
194,field-of-view,O
194,at,O
194,an,O
194,instrument,O
194,located,O
194,on,O
194,the,O
194,elevation,O
194,axis.,O
195,The,O
195,TMT,ENT
195,Observatory,ENT
195,entrance,ENT
195,pupil,ENT
195,shall,O
195,have,O
195,a,O
195,maximum,RELOP
195,of,O
195,0.04,QUANT
195,obscuration,ATTR
195,due,O
195,to,O
195,the,O
195,shadow,O
195,of,O
195,the,O
195,secondary,O
195,mirror,O
195,and,O
195,its,O
195,support,O
195,structure,O
195,and,O
195,follow,O
195,the,O
195,pattern,O
195,shown,O
195,in,O
195,(AD41).,O
196,It,O
196,shall,O
196,be,O
196,possible,O
196,to,O
196,position,ACT
196,the,O
196,telescope,ENT
196,elevation,ENT
196,axis,ENT
196,at,O
196,any,O
196,zenith,ATTR
196,angle,ATTR
196,between,RELOP
196,0°,QUANT
196,and,O
196,90°,QUANT
196,",",QUANT
196,with,O
196,an,O
196,observing,ATTR
196,range,ATTR
196,between,O
196,1°,QUANT
196,and,O
196,65°,QUANT
196,.,O
197,The,O
197,external,ENT
197,surfaces,ENT
197,of,O
197,the,O
197,telescope,ENT
197,structure,ENT
197,shall,O
197,have,O
197,an,O
197,emissivity,ATTR
197,<,RELOP
197,0.4,QUANT
197,.,O
198,Sub-systems,ENT
198,shall,O
198,operate,ACT
198,between,RELOP
198,-16°,QUANT
198,to,O
198,+30°C,QUANT
198,after,O
198,a,O
198,10-year,O
198,return,O
198,period,O
198,earthquake.,O
199,Sub-systems,ENT
199,shall,O
199,operate,ACT
199,between,RELOP
199,-5°,QUANT
199,to,O
199,+13°C,QUANT
199,after,O
199,a,O
199,200-year,O
199,return,O
199,period,O
199,earthquake.,O
200,Sub-systems,ENT
200,shall,O
200,operate,ACT
200,between,RELOP
200,-5°,QUANT
200,to,O
200,+13°C,QUANT
200,after,O
200,a,O
200,1000-year,O
200,return,O
200,period,O
200,earthquake.,O
204,AO,ATTR
204,guider,ATTR
204,offsets,ATTR
204,of,O
204,up,RELOP
204,to,RELOP
204,30,QUANT
204,arcseconds,QUANT
204,on,O
204,the,O
204,sky,O
204,shall,O
204,be,O
204,accurate,ATTR
204,to,O
204,0.002,QUANT
204,arcseconds,QUANT
204,RMS,QUANT
204,.,O
201,The,O
201,azimuth,ATTR
201,range,ATTR
201,shall,O
201,be,O
201,-330°,QUANT
201,to,O
201,+170°,QUANT
201,relative,O
201,to,O
201,the,O
201,TCRS,O
201,Coordinate,O
201,System.,O
202,The,O
202,maximum,ATTR
202,slewing,ATTR
202,rate,ATTR
202,of,O
202,the,O
202,telescope,ENT
202,azimuth,ENT
202,axis,ENT
202,shall,O
202,not,RELOP
202,exceed,RELOP
202,2.5,QUANT
202,degrees/sec,QUANT
202,.,O
203,The,O
203,maximum,ATTR
203,slewing,ATTR
203,rate,ATTR
203,of,O
203,the,O
203,telescope,ENT
203,elevation,ENT
203,axis,ENT
203,shall,O
203,not,RELOP
203,exceed,RELOP
203,2,QUANT
203,degrees/sec,QUANT
203,.,O
205,The,O
205,STR,ENT
205,",",O
205,excluding,O
205,the,O
205,Instrument,ENT
205,Support,ENT
205,"Structures,",ENT
205,shall,O
205,deliver,ACT
205,an,O
205,unobscured,ATTR
205,FOV,ATTR
205,20,QUANT
205,arcmin,QUANT
205,diameter,QUANT
205,at,O
205,-21°,O
205,to,O
205,5,QUANT
205,arcmin,QUANT
205,diameter,QUANT
205,at,O
205,-26.5°,O
205,for,O
205,the,O
205,-,O
205,Nasmyth,ENT
205,Platform.,ENT
206,The,O
206,STR,ENT
206,",",O
206,excluding,O
206,the,O
206,Instrument,ENT
206,Support,ENT
206,"Structures,",ENT
206,shall,O
206,deliver,ACT
206,a,O
206,full,ATTR
206,FOV,ATTR
206,of,O
206,20,QUANT
206,arcmin,QUANT
206,diameter,QUANT
206,for,O
206,Nasmyth,ENT
206,foci,ENT
206,locations,ENT
206,from,O
206,-21°,QUANT
206,to,O
206,"0°,",QUANT
206,without,O
206,obscuration,O
206,by,O
206,the,O
206,telescope,ENT
206,structure,ENT
206,for,O
206,the,O
206,-,ENT
206,Nasmyth,ENT
206,Platform.,ENT
209,The,O
209,STR,ENT
209,",",O
209,excluding,O
209,the,O
209,Instrument,ENT
209,Support,ENT
209,"Structures,",ENT
209,shall,O
209,deliver,O
209,a,O
209,full,ATTR
209,FOV,ATTR
209,of,O
209,20,QUANT
209,arcmin,QUANT
209,diameter,QUANT
209,for,O
209,Nasmyth,ENT
209,foci,ENT
209,locations,ENT
209,from,O
209,+180°,QUANT
209,to,O
209,"201°,",QUANT
209,without,O
209,obscuration,O
209,by,O
209,the,O
209,telescope,ENT
209,structure,ENT
209,for,O
209,the,O
209,-,ENT
209,Nasmyth,ENT
209,Platform.,ENT
207,The,O
207,STR,ENT
207,",",O
207,excluding,O
207,the,O
207,Instrument,ENT
207,Support,ENT
207,"Structures,",ENT
207,shall,O
207,deliver,O
207,an,O
207,unobscured,ATTR
207,FOV,ATTR
207,from,O
207,20,QUANT
207,arcmin,QUANT
207,diameter,QUANT
207,at,O
207,0°,QUANT
207,to,O
207,5,QUANT
207,arcmin,QUANT
207,diameter,QUANT
207,at,O
207,+5.5°,QUANT
207,for,O
207,the,O
207,-,ENT
207,Nasmyth,ENT
207,Platform.,ENT
208,The,O
208,"STR,",ENT
208,excluding,O
208,the,O
208,Instrument,ENT
208,Support,ENT
208,"Structures,",ENT
208,shall,O
208,deliver,ATTR
208,an,O
208,unobscured,ATTR
208,FOV,ATTR
208,from,O
208,20,QUANT
208,arcmin,QUANT
208,diameter,QUANT
208,at,O
208,+180°,QUANT
208,to,O
208,5,QUANT
208,arcmin,QUANT
208,at,O
208,+174.5°,QUANT
208,for,O
208,the,O
208,-,ENT
208,Nasmyth,ENT
208,Platform.,ENT
210,The,O
210,"STR,",ENT
210,excluding,O
210,the,O
210,Instrument,ENT
210,Support,ENT
210,"Structures,",ENT
210,shall,O
210,deliver,ACT
210,an,O
210,unobscured,ATTR
210,FOV,ATTR
210,from,O
210,20,QUANT
210,arcmin,QUANT
210,diameter,QUANT
210,at,O
210,+201°,QUANT
210,to,O
210,5,QUANT
210,arcmin,QUANT
210,diameter,QUANT
210,at,O
210,+206.5°,QUANT
210,for,O
210,the,O
210,+,ENT
210,Nasmyth,ENT
210,Platform.,ENT
211,The,O
211,optical,ENT
211,surfaces,ENT
211,of,O
211,the,O
211,M1,ENT
211,segments,ENT
211,shall,O
211,have,O
211,a,O
211,smooth,ATTR
211,specular,ATTR
211,surface,ATTR
211,finish,ATTR
211,that,O
211,scatters,ACT
211,less,RELOP
211,than,RELOP
211,0.15,QUANT
211,%,QUANT
211,of,O
211,the,O
211,light,O
211,at,QUANT
211,the,QUANT
211,shortest,QUANT
211,observing,QUANT
211,wavelength.,O
212,The,O
212,radial,ATTR
212,scaling,ATTR
212,coefficient,ATTR
212,of,O
212,[REQ-1-OAD-1750],ENT
212,shall,O
212,be,O
212,0.165,QUANT
212,.,O
213,The,O
213,M2,ENT
213,System,ENT
213,shall,O
213,provide,ACT
213,5,ATTR
213,degree,ATTR
213,of,ATTR
213,freedom,ATTR
213,motion,ATTR
213,of,O
213,the,O
213,secondary,ENT
213,mirror,ENT
213,relative,O
213,to,O
213,the,O
213,telescope,O
213,structure,O
213,and,O
213,shall,O
213,control,ACT
213,the,O
213,sixth,ATTR
213,degree,ATTR
213,of,ATTR
213,freedom,O
213,(rotation,O
213,around,O
213,the,O
213,optical,O
213,axis),O
213,so,O
213,that,O
213,it,O
213,does,O
213,not,O
213,change.,O
214,The,O
214,M2,ENT
214,System,ENT
214,shall,O
214,provide,ACT
214,bandwidths,ATTR
214,in,ATTR
214,tip/tilt,ATTR
214,and,ATTR
214,de-center,ATTR
214,of,O
214,greater,RELOP
214,than,RELOP
214,0.1,QUANT
214,Hz,QUANT
214,.,O
215,The,O
215,M2,ENT
215,System,ENT
215,shall,O
215,provide,ACT
215,bandwidths,ATTR
215,in,ATTR
215,piston,ATTR
215,of,O
215,greater,RELOP
215,than,RELOP
215,0.1Hz,QUANT
215,.,O
216,The,O
216,M3,ENT
216,System,ENT
216,shall,O
216,provide,ACT
216,bandwidths,ATTR
216,in,ATTR
216,tilt,ATTR
216,and,ATTR
216,rotation,ATTR
216,of,O
216,not,RELOP
216,less,RELOP
216,than,RELOP
216,0.1,QUANT
216,Hz,QUANT
216,.,O
217,The,O
217,optical,ENT
217,surface,ENT
217,of,O
217,the,O
217,tertiary,ENT
217,mirror,ENT
217,shall,O
217,have,O
217,a,O
217,smooth,ATTR
217,specular,ATTR
217,surface,ATTR
217,finish,ATTR
217,that,O
217,scatters,ACT
217,less,RELOP
217,than,RELOP
217,0.0015,QUANT
217,of,O
217,the,O
217,light,O
217,at,O
217,the,O
217,shortest,O
217,observing,O
217,wavelength.,O
218,The,O
218,M1CS,ENT
218,bandwidth,ENT
218,(3dB),ENT
218,shall,O
218,be,O
218,no,RELOP
218,less,RELOP
218,than,RELOP
218,1,QUANT
218,Hz,QUANT
218,for,O
218,Zernike,O
218,patterns,O
218,with,O
218,radial,O
218,degree,O
218,5,O
218,or,O
218,"higher,",O
218,and,O
218,no,RELOP
218,less,RELOP
218,than,RELOP
218,0.25,QUANT
218,",",O
218,0.5,QUANT
218,",",O
218,and,O
218,0.75,QUANT
218,Hz,QUANT
218,respectively,O
218,for,O
218,Zernike,O
218,radial,O
218,degree,O
218,2,O
218,",",O
218,3,O
218,and,O
218,4,O
219,The,O
219,stiffness,ATTR
219,of,O
219,the,O
219,combined,ENT
219,segment,ENT
219,support,ENT
219,shall,O
219,be,O
219,no,RELOP
219,less,RELOP
219,than,RELOP
219,0.8,QUANT
219,N/um,QUANT
219,in,ATTR
219,the,ATTR
219,z,ATTR
219,direction,ATTR
219,for,O
219,frequencies,O
219,between,O
219,5,O
219,and,O
219,20Hz,O
219,.,O
220,The,O
220,stiffness,ATTR
220,of,O
220,the,O
220,combined,ENT
220,segment,ENT
220,support,ENT
220,shall,O
220,be,O
220,no,RELOP
220,less,RELOP
220,than,RELOP
220,4/f,QUANT
220,N/um,QUANT
220,in,O
220,the,O
220,z,ATTR
220,direction,ATTR
220,for,O
220,all,O
220,frequencies,O
220,between,O
220,0.4Hz,O
220,and,O
220,5,O
220,Hz.,O
221,The,O
221,CLN,ENT
221,shall,O
221,have,O
221,a,O
221,maximum,RELOP
221,CO2,ATTR
221,flow,ATTR
221,velocity,ATTR
221,normal,O
221,to,O
221,M1,ENT
221,optical,ENT
221,surface,ENT
221,of,O
221,6,QUANT
221,m/s,QUANT
221,.,O
222,ESEN,ENT
222,shall,O
222,provide,ACT
222,ultrasonic,ENT
222,anemometers,ENT
222,with,O
222,resolutions,ATTR
222,of,O
222,0.01m/s,QUANT
222,and,O
222,accuracies,ATTR
222,of,O
222,±0.1m/s,QUANT
222,to,O
222,extract,O
222,turbulence,O
222,properties,O
222,for,O
222,M1,O
222,wind,O
222,loading,O
222,"control,",O
222,dome,O
222,"seeing,",O
222,and,O
222,telescope,O
222,wind,O
222,jitter.,O
223,ESEN,ENT
223,shall,O
223,provide,ACT
223,air,ENT
223,temperature,ENT
223,measurements,ENT
223,with,O
223,resolutions,ATTR
223,of,O
223,0.01K,QUANT
223,",",O
223,response,ATTR
223,rates,ATTR
223,of,O
223,<,RELOP
223,1s,QUANT
223,",",O
223,and,O
223,an,O
223,accuracy,O
223,of,O
223,<,RELOP
223,0.1K,QUANT
223,.,O
224,ESEN,ENT
224,shall,O
224,provide,ACT
224,surface,ENT
224,and,ENT
224,structural,ENT
224,temperature,ENT
224,measurements,ENT
224,with,O
224,resolutions,ATTR
224,of,O
224,0.01K,QUANT
224,and,O
224,response,ATTR
224,rates,ATTR
224,of,O
224,<,RELOP
224,1s,QUANT
224,with,O
224,an,O
224,accuracy,O
224,of,O
224,<,RELOP
224,0.1K,QUANT
224,to,O
224,calculate,O
224,pointing,O
224,corrections.,O
225,ESEN,ENT
225,shall,O
225,provide,ACT
225,dew,ENT
225,point,ENT
225,measurements,ENT
225,with,O
225,an,O
225,accuracy,ATTR
225,better,RELOP
225,than,RELOP
225,±,RELOP
225,0.2K,QUANT
225,",",O
225,an,O
225,averaging,ATTR
225,sampling,ATTR
225,rate,ATTR
225,<,RELOP
225,1min,ATTR
225,",",O
225,and,O
225,a,O
225,response,ATTR
225,rate,ATTR
225,of,O
225,<,RELOP
225,30s,QUANT
225,.,O
226,ESEN,ENT
226,shall,O
226,provide,ACT
226,barometric,ENT
226,pressure,ENT
226,measurements,ENT
226,with,O
226,an,O
226,accuracy,ATTR
226,better,RELOP
226,than,RELOP
226,1,QUANT
226,hPA,QUANT
226,to,O
226,inform,O
226,refraction,O
226,and,O
226,atmospheric-dispersion,O
226,adjustments.,O
227,ESEN,ENT
227,shall,O
227,provide,O
227,single-axis,ENT
227,accelerometers,ENT
227,",",O
227,with,O
227,a,O
227,frequency,ATTR
227,range,ATTR
227,of,O
227,at,RELOP
227,least,RELOP
227,5,QUANT
227,Hz,QUANT
227,to,RELOP
227,200,QUANT
227,Hz,QUANT
227,and,O
227,a,O
227,noise,ATTR
227,floor,ATTR
227,at,O
227,5,QUANT
227,Hz,QUANT
227,better,RELOP
227,than,RELOP
227,0.25,QUANT
227,µg/Hz,QUANT
227,",",O
227,to,O
227,capture,O
227,both,O
227,image,O
227,motion,O
227,and,O
227,focus/astigmatism,O
227,at,O
227,M1,ENT
227,.,O
228,ESEN,ENT
228,shall,O
228,provide,ACT
228,accelerometers,ENT
228,",",O
228,with,O
228,a,O
228,frequency,ATTR
228,range,ATTR
228,of,O
228,at,RELOP
228,least,RELOP
228,5,QUANT
228,Hz,QUANT
228,to,RELOP
228,200,QUANT
228,Hz,QUANT
228,and,O
228,a,O
228,noise,ATTR
228,floor,ATTR
228,at,O
228,5,QUANT
228,Hz,QUANT
228,better,RELOP
228,than,RELOP
228,0.25,QUANT
228,µg/Hz,QUANT
228,",",O
228,to,O
228,capture,O
228,both,O
228,tip/tilt,O
228,and,O
228,decentering,O
228,motion,O
228,at,O
228,M2.,O
229,ESEN,ENT
229,shall,O
229,provide,ACT
229,single-axis,ENT
229,accelerometers,ENT
229,",",O
229,with,O
229,a,O
229,frequency,ATTR
229,range,ATTR
229,of,O
229,at,RELOP
229,least,RELOP
229,5,QUANT
229,Hz,QUANT
229,to,RELOP
229,200,QUANT
229,Hz,QUANT
229,and,O
229,a,O
229,noise,ATTR
229,floor,ATTR
229,at,O
229,5,QUANT
229,Hz,QUANT
229,better,RELOP
229,than,RELOP
229,0.25,QUANT
229,µg/Hz,QUANT
229,",",QUANT
229,to,O
229,capture,O
229,both,O
229,tip/tilt,O
229,and,O
229,decentering,O
229,motion,O
229,at,O
229,M3.,O
230,ESEN,ENT
230,shall,O
230,provide,O
230,three-axis,ENT
230,accelerometers,ENT
230,",",O
230,with,O
230,a,O
230,frequency,ATTR
230,range,ATTR
230,of,O
230,at,RELOP
230,least,RELOP
230,5,QUANT
230,Hz,QUANT
230,to,RELOP
230,200,QUANT
230,Hz,QUANT
230,and,O
230,a,O
230,noise,ATTR
230,floor,ATTR
230,at,O
230,5,QUANT
230,Hz,QUANT
230,better,RELOP
230,than,RELOP
230,0.25,QUANT
230,µg/Hz,QUANT
230,",",O
230,on,O
230,each,O
230,Nasmyth,ENT
230,platform,ENT
230,to,O
230,resolve,O
230,key,O
230,structural,O
230,modes,O
230,and,O
230,help,O
230,identify,O
230,vibration,O
230,sources.,O
231,ESEN,ENT
231,shall,O
231,provide,ACT
231,three-axis,ENT
231,accelerometers,ENT
231,",",O
231,with,O
231,a,O
231,frequency,ATTR
231,range,ATTR
231,of,O
231,at,RELOP
231,least,RELOP
231,5,QUANT
231,Hz,QUANT
231,to,RELOP
231,200,QUANT
231,Hz,QUANT
231,and,O
231,a,O
231,noise,ATTR
231,floor,ATTR
231,at,O
231,5,QUANT
231,Hz,QUANT
231,better,RELOP
231,than,RELOP
231,0.25,QUANT
231,µg/Hz,QUANT
231,",",O
231,on,O
231,the,O
231,pier,O
231,to,O
231,resolve,O
231,whether,O
231,vibration,O
231,sources,O
231,are,O
231,coming,O
231,from,O
231,off,O
231,the,O
231,telescope.,O
232,The,O
232,NFIRAOS,ENT
232,unvignetted,ATTR
232,field,ATTR
232,of,ATTR
232,view,ATTR
232,shall,O
232,be,O
232,at,RELOP
232,least,RELOP
232,2,QUANT
232,arcmin,QUANT
232,diameter,QUANT
232,.,O
233,NFIRAOS,ENT
233,shall,O
233,provide,ACT
233,a,O
233,transmitted,ENT
233,technical,ENT
233,field,ENT
233,with,O
233,a,O
233,focal,ATTR
233,ratio,ATTR
233,of,O
233,f/15,QUANT
233,.,O
234,IRIS,ENT
234,shall,O
234,operate,ACT
234,at,O
234,a,O
234,wavelength,ATTR
234,range,ATTR
234,of,O
234,0.84,QUANT
234,-,RELOP
234,2.4,QUANT
234,µm,QUANT
234,.,O
235,The,O
235,WFOS,ENT
235,wavelength,ATTR
235,range,ATTR
235,shall,O
235,be,O
235,0.31,QUANT
235,-,RELOP
235,1,QUANT
235,µm,QUANT
235,.,O
236,The,O
236,WFOS,ENT
236,spectroscopy,ATTR
236,field,ATTR
236,of,ATTR
236,view,ATTR
236,shall,O
236,be,O
236,>,RELOP
236,25,QUANT
236,arcmin2,QUANT
236,.,O
237,The,O
237,WFOS,ENT
237,imaging,ATTR
237,field,ATTR
237,of,ATTR
237,view,ATTR
237,shall,O
237,be,O
237,>,RELOP
237,25,QUANT
237,arcmin2,QUANT
237,.,O
238,The,O
238,WFOS,ENT
238,total,ATTR
238,slit,ATTR
238,length,ATTR
238,shall,O
238,be,O
238,>,RELOP
238,500,QUANT
238,arcsec,QUANT
238,.,O
239,WFOS,ENT
239,shall,O
239,provide,ACT
239,a,O
239,medium,ENT
239,resolution,ENT
239,mode,ENT
239,with,O
239,a,O
239,median,ATTR
239,spectral,ATTR
239,resolution,ATTR
239,of,O
239,R,O
239,>,RELOP
239,3500,QUANT
239,",",O
239,with,O
239,a,O
239,0.75,QUANT
239,arcsec,QUANT
239,slit.,O
240,WFOS,ENT
240,shall,O
240,provide,ACT
240,a,O
240,low,ENT
240,resolution,ENT
240,mode,ENT
240,with,O
240,a,O
240,median,ATTR
240,spectral,ATTR
240,resolution,ATTR
240,of,O
240,R,O
240,>,RELOP
240,1500,QUANT
240,",",O
240,with,O
240,a,O
240,0.75,QUANT
240,arcsec,QUANT
240,"slit,",O
240,over,O
240,the,O
240,full,O
240,waveband,O
240,in,O
240,one,O
240,exposure.,O
241,WFOS,ENT
241,",",O
241,in,O
241,spectroscopy,O
241,"mode,",O
241,shall,O
241,have,O
241,an,O
241,on-axis,ATTR
241,throughput,ATTR
241,of,O
241,>,RELOP
241,0.25,QUANT
241,from,O
241,0.31,O
241,µm,O
241,-,O
241,1,O
241,"µm,",O
241,and,O
241,>,RELOP
241,0.3,QUANT
241,from,O
241,0.35,O
241,µm,O
241,-,O
241,0.9,O
241,"µm,",O
241,not,O
241,including,O
241,the,O
241,telescope.,O
242,The,O
242,MODHIS,ENT
242,science,ENT
242,channel,ENT
242,shall,O
242,provide,ACT
242,wavelength,ATTR
242,coverage,ATTR
242,over,O
242,the,O
242,0.95,QUANT
242,µm,QUANT
242,,O
242,2.4,QUANT
242,µm,QUANT
242,range.,O
243,MODHIS,ENT
243,shall,O
243,provide,ACT
243,an,O
243,average,ATTR
243,spectral,ATTR
243,resolution,ATTR
243,R,O
243,>,RELOP
243,100000,QUANT
243,over,O
243,its,O
243,entire,O
243,science,O
243,passband.,O
244,MODHIS,ENT
244,shall,O
244,provide,ACT
244,an,O
244,instrumental,ATTR
244,radial,ATTR
244,velocity,ATTR
244,precision,ATTR
244,of,O
244,>,RELOP
244,30,QUANT
244,cm/s,QUANT
244,(,O
244,goal,RELOP
244,of,O
244,10,QUANT
244,cm/s,QUANT
244,).,O
245,MODHIS,ENT
245,shall,O
245,provide,ACT
245,an,O
245,unvignetted,ATTR
245,field-of-regard,ATTR
245,>,RELOP
245,4,QUANT
245,x,QUANT
245,4,QUANT
245,arcsecs,QUANT
245,square,QUANT
245,.,O
246,The,O
246,MODHIS,ENT
246,spectrograph,ENT
246,shall,O
246,provide,ACT
246,an,O
246,ensquared,ATTR
246,energy,ATTR
246,>,RELOP
246,0.8,QUANT
246,within,O
246,a,O
246,single,O
246,pixel,O
246,across,O
246,0.95,O
246,of,O
246,the,O
246,detector,O
246,area.,O
247,The,O
247,illumination,ATTR
247,of,O
247,interior,ENT
247,of,ENT
247,the,ENT
247,enclosure,ENT
247,shall,O
247,be,O
247,at,O
247,100,QUANT
247,lux,QUANT
247,.,O
248,The,O
248,illumination,ATTR
248,of,O
248,walkways,ENT
248,and,O
248,stairways,ENT
248,shall,O
248,be,O
248,at,O
248,300,QUANT
248,lux,QUANT
248,.,O
249,Cryogenic,ATTR
249,cooldown,ATTR
249,heat,ATTR
249,removal,ATTR
249,for,O
249,a,O
249,single,O
249,instrument,ENT
249,shall,O
249,not,RELOP
249,exceed,RELOP
249,400,QUANT
249,"MJ,",QUANT
249,",",O
249,removed,O
249,over,O
249,a,O
249,time,ATTR
249,constant,ATTR
249,of,O
249,not,RELOP
249,less,RELOP
249,than,RELOP
249,68000,QUANT
249,s,QUANT
249,.,O
250,CIS,ENT
250,Fiber,ENT
250,Optic,ENT
250,attenuation,ATTR
250,shall,O
250,not,RELOP
250,exceed,RELOP
250,6dB,QUANT
250,loss,QUANT
250,over,O
250,longest,O
250,path,O
250,(Computer,O
250,Room,O
250,to,O
250,Top,O
250,End).,O
252,The,O
252,CIS,ENT
252,CNET,ENT
252,shall,O
252,accommodate,ACT
252,a,O
252,bandwidth,ATTR
252,of,O
252,at,RELOP
252,least,RELOP
252,0.002,QUANT
252,Gbps,QUANT
252,to,O
252,the,O
252,-,O
252,X,ENT
252,Laser,ENT
252,Platform,ENT
252,.,O
253,The,O
253,CIS,ENT
253,CNET,ENT
253,shall,O
253,accommodate,ACT
253,a,O
253,bandwidth,ATTR
253,of,O
253,at,RELOP
253,least,RELOP
253,0.03,QUANT
253,Gbps,QUANT
253,to,O
253,the,O
253,-,ENT
253,X,ENT
253,Elevation,ENT
253,Wrap,ENT
253,.,O
254,The,O
254,CIS,ENT
254,CNET,ENT
254,shall,O
254,accommodate,ACT
254,a,O
254,bandwidth,ATTR
254,of,O
254,at,RELOP
254,least,RELOP
254,0.02,QUANT
254,Gbps,QUANT
254,to,O
254,the,O
254,#NAME?,ENT
254,Elevation,ENT
254,Wrap,ENT
254,.,O
251,The,O
251,CIS,ENT
251,CNET,ENT
251,shall,O
251,accommodate,ACT
251,a,O
251,bandwidth,ATTR
251,of,O
251,at,RELOP
251,least,RELOP
251,0.032,QUANT
251,Gbps,QUANT
251,to,O
251,the,O
251,Top,O
251,End.,O
255,The,O
255,CIS,ENT
255,CNET,ENT
255,shall,O
255,accommodate,ACT
255,a,O
255,bandwidth,ATTR
255,of,O
255,at,RELOP
255,least,RELOP
255,0.02,QUANT
255,Gbps,QUANT
255,to,O
255,the,O
255,Elevation,ENT
255,M1,ENT
255,.,O
258,The,O
258,CIS,ENT
258,CNET,ENT
258,shall,O
258,accommodate,ACT
258,a,O
258,bandwidth,ATTR
258,of,O
258,at,RELOP
258,least,RELOP
258,1.328,QUANT
258,Gbps,QUANT
258,at,O
258,the,O
258,Nasmyth,ENT
258,Platform,ENT
258,.,O
259,The,O
259,CIS,ENT
259,CNET,ENT
259,shall,O
259,accommodate,ACT
259,a,O
259,bandwidth,ATTR
259,of,O
259,at,RELOP
259,least,RELOP
259,0.08,QUANT
259,Gbps,QUANT
259,to,O
259,the,O
259,Utility,ENT
259,Room,ENT
259,.,O
256,The,O
256,CIS,ENT
256,CNET,ENT
256,shall,O
256,accommodate,ACT
256,a,O
256,bandwidth,ATTR
256,of,O
256,at,RELOP
256,least,RELOP
256,0.02,QUANT
256,Gbps,QUANT
256,to,O
256,the,O
256,Elevation,ENT
256,Tertiary,ENT
256,.,O
257,The,O
